행정구역,기간,인구수
제주특별자치도  (5000000000),2015년02월_계_90~99세,"3,121"
전국  (0000000000),2015년02월_계_100세 이상,"15,278"
서울특별시  (1100000000),2015년02월_계_100세 이상,"4,772"
부산광역시  (2600000000),2015년02월_계_100세 이상,"1,425"
대구광역시  (2700000000),2015년02월_계_100세 이상,514
인천광역시  (2800000000),2015년02월_계_100세 이상,636
광주광역시  (2900000000),2015년02월_계_100세 이상,308
대전광역시  (3000000000),2015년02월_계_100세 이상,261
울산광역시  (3100000000),2015년02월_계_100세 이상,127
세종특별자치시  (3600000000),2015년02월_계_100세 이상,31
경기도  (4100000000),2015년02월_계_100세 이상,"2,821"
강원도  (4200000000),2015년02월_계_100세 이상,571
충청북도  (4300000000),2015년02월_계_100세 이상,400
충청남도  (4400000000),2015년02월_계_100세 이상,626
전라북도  (4500000000),2015년02월_계_100세 이상,606
전라남도  (4600000000),2015년02월_계_100세 이상,718
경상북도  (4700000000),2015년02월_계_100세 이상,699
경상남도  (4800000000),2015년02월_계_100세 이상,563
제주특별자치도  (5000000000),2015년02월_계_100세 이상,200
전국  (0000000000),2015년03월_계_총인구수,"51,378,174"
서울특별시  (1100000000),2015년03월_계_총인구수,"10,100,987"
부산광역시  (2600000000),2015년03월_계_총인구수,"3,515,839"
대구광역시  (2700000000),2015년03월_계_총인구수,"2,491,897"
인천광역시  (2800000000),2015년03월_계_총인구수,"2,908,418"
광주광역시  (2900000000),2015년03월_계_총인구수,"1,477,504"
대전광역시  (3000000000),2015년03월_계_총인구수,"1,528,090"
울산광역시  (3100000000),2015년03월_계_총인구수,"1,168,692"
세종특별자치시  (3600000000),2015년03월_계_총인구수,"174,920"
경기도  (4100000000),2015년03월_계_총인구수,"12,392,297"
강원도  (4200000000),2015년03월_계_총인구수,"1,543,187"
충청북도  (4300000000),2015년03월_계_총인구수,"1,578,748"
충청남도  (4400000000),2015년03월_계_총인구수,"2,064,229"
전라북도  (4500000000),2015년03월_계_총인구수,"1,869,966"
전라남도  (4600000000),2015년03월_계_총인구수,"1,902,274"
경상북도  (4700000000),2015년03월_계_총인구수,"2,697,302"
경상남도  (4800000000),2015년03월_계_총인구수,"3,352,780"
제주특별자치도  (5000000000),2015년03월_계_총인구수,"611,044"
전국  (0000000000),2015년03월_계_연령구간인구수,"51,378,174"
서울특별시  (1100000000),2015년03월_계_연령구간인구수,"10,100,987"
부산광역시  (2600000000),2015년03월_계_연령구간인구수,"3,515,839"
대구광역시  (2700000000),2015년03월_계_연령구간인구수,"2,491,897"
인천광역시  (2800000000),2015년03월_계_연령구간인구수,"2,908,418"
광주광역시  (2900000000),2015년03월_계_연령구간인구수,"1,477,504"
대전광역시  (3000000000),2015년03월_계_연령구간인구수,"1,528,090"
울산광역시  (3100000000),2015년03월_계_연령구간인구수,"1,168,692"
세종특별자치시  (3600000000),2015년03월_계_연령구간인구수,"174,920"
경기도  (4100000000),2015년03월_계_연령구간인구수,"12,392,297"
강원도  (4200000000),2015년03월_계_연령구간인구수,"1,543,187"
충청북도  (4300000000),2015년03월_계_연령구간인구수,"1,578,748"
충청남도  (4400000000),2015년03월_계_연령구간인구수,"2,064,229"
전라북도  (4500000000),2015년03월_계_연령구간인구수,"1,869,966"
전라남도  (4600000000),2015년03월_계_연령구간인구수,"1,902,274"
경상북도  (4700000000),2015년03월_계_연령구간인구수,"2,697,302"
경상남도  (4800000000),2015년03월_계_연령구간인구수,"3,352,780"
제주특별자치도  (5000000000),2015년03월_계_연령구간인구수,"611,044"
전국  (0000000000),2015년03월_계_0~9세,"4,588,222"
서울특별시  (1100000000),2015년03월_계_0~9세,"789,870"
부산광역시  (2600000000),2015년03월_계_0~9세,"264,229"
대구광역시  (2700000000),2015년03월_계_0~9세,"208,329"
인천광역시  (2800000000),2015년03월_계_0~9세,"270,332"
광주광역시  (2900000000),2015년03월_계_0~9세,"144,747"
대전광역시  (3000000000),2015년03월_계_0~9세,"147,297"
울산광역시  (3100000000),2015년03월_계_0~9세,"115,334"
세종특별자치시  (3600000000),2015년03월_계_0~9세,"23,377"
경기도  (4100000000),2015년03월_계_0~9세,"1,243,606"
강원도  (4200000000),2015년03월_계_0~9세,"123,880"
충청북도  (4300000000),2015년03월_계_0~9세,"142,255"
충청남도  (4400000000),2015년03월_계_0~9세,"196,157"
전라북도  (4500000000),2015년03월_계_0~9세,"160,720"
전라남도  (4600000000),2015년03월_계_0~9세,"156,979"
경상북도  (4700000000),2015년03월_계_0~9세,"222,441"
경상남도  (4800000000),2015년03월_계_0~9세,"316,611"
제주특별자치도  (5000000000),2015년03월_계_0~9세,"62,058"
전국  (0000000000),2015년03월_계_10~19세,"5,910,480"
서울특별시  (1100000000),2015년03월_계_10~19세,"1,029,856"
부산광역시  (2600000000),2015년03월_계_10~19세,"361,392"
대구광역시  (2700000000),2015년03월_계_10~19세,"302,079"
인천광역시  (2800000000),2015년03월_계_10~19세,"335,006"
광주광역시  (2900000000),2015년03월_계_10~19세,"204,827"
대전광역시  (3000000000),2015년03월_계_10~19세,"192,868"
울산광역시  (3100000000),2015년03월_계_10~19세,"145,465"
세종특별자치시  (3600000000),2015년03월_계_10~19세,"19,873"
경기도  (4100000000),2015년03월_계_10~19세,"1,516,717"
강원도  (4200000000),2015년03월_계_10~19세,"176,706"
충청북도  (4300000000),2015년03월_계_10~19세,"186,136"
충청남도  (4400000000),2015년03월_계_10~19세,"234,463"
전라북도  (4500000000),2015년03월_계_10~19세,"225,326"
전라남도  (4600000000),2015년03월_계_10~19세,"217,295"
경상북도  (4700000000),2015년03월_계_10~19세,"286,643"
경상남도  (4800000000),2015년03월_계_10~19세,"397,052"
제주특별자치도  (5000000000),2015년03월_계_10~19세,"78,776"
전국  (0000000000),2015년03월_계_20~29세,"6,642,432"
서울특별시  (1100000000),2015년03월_계_20~29세,"1,458,262"
부산광역시  (2600000000),2015년03월_계_20~29세,"455,084"
대구광역시  (2700000000),2015년03월_계_20~29세,"324,033"
인천광역시  (2800000000),2015년03월_계_20~29세,"398,993"
광주광역시  (2900000000),2015년03월_계_20~29세,"197,903"
대전광역시  (3000000000),2015년03월_계_20~29세,"210,171"
울산광역시  (3100000000),2015년03월_계_20~29세,"156,566"
세종특별자치시  (3600000000),2015년03월_계_20~29세,"18,983"
경기도  (4100000000),2015년03월_계_20~29세,"1,614,095"
강원도  (4200000000),2015년03월_계_20~29세,"181,565"
충청북도  (4300000000),2015년03월_계_20~29세,"193,698"
충청남도  (4400000000),2015년03월_계_20~29세,"240,944"
전라북도  (4500000000),2015년03월_계_20~29세,"216,791"
전라남도  (4600000000),2015년03월_계_20~29세,"202,740"
경상북도  (4700000000),2015년03월_계_20~29세,"310,308"
경상남도  (4800000000),2015년03월_계_20~29세,"391,075"
제주특별자치도  (5000000000),2015년03월_계_20~29세,"71,221"
전국  (0000000000),2015년03월_계_30~39세,"7,767,952"
서울특별시  (1100000000),2015년03월_계_30~39세,"1,704,082"
부산광역시  (2600000000),2015년03월_계_30~39세,"500,498"
대구광역시  (2700000000),2015년03월_계_30~39세,"349,943"
인천광역시  (2800000000),2015년03월_계_30~39세,"459,018"
광주광역시  (2900000000),2015년03월_계_30~39세,"226,778"
대전광역시  (3000000000),2015년03월_계_30~39세,"235,106"
울산광역시  (3100000000),2015년03월_계_30~39세,"182,052"
세종특별자치시  (3600000000),2015년03월_계_30~39세,"31,827"
경기도  (4100000000),2015년03월_계_30~39세,"1,981,395"
강원도  (4200000000),2015년03월_계_30~39세,"192,408"
충청북도  (4300000000),2015년03월_계_30~39세,"219,058"
충청남도  (4400000000),2015년03월_계_30~39세,"299,929"
전라북도  (4500000000),2015년03월_계_30~39세,"237,526"
전라남도  (4600000000),2015년03월_계_30~39세,"226,734"
경상북도  (4700000000),2015년03월_계_30~39세,"352,709"
경상남도  (4800000000),2015년03월_계_30~39세,"483,896"
제주특별자치도  (5000000000),2015년03월_계_30~39세,"84,993"
전국  (0000000000),2015년03월_계_40~49세,"8,920,649"
서울특별시  (1100000000),2015년03월_계_40~49세,"1,726,866"
부산광역시  (2600000000),2015년03월_계_40~49세,"574,632"
대구광역시  (2700000000),2015년03월_계_40~49세,"444,326"
인천광역시  (2800000000),2015년03월_계_40~49세,"520,050"
광주광역시  (2900000000),2015년03월_계_40~49세,"261,031"
대전광역시  (3000000000),2015년03월_계_40~49세,"270,227"
울산광역시  (3100000000),2015년03월_계_40~49세,"215,495"
세종특별자치시  (3600000000),2015년03월_계_40~49세,"30,718"
경기도  (4100000000),2015년03월_계_40~49세,"2,303,817"
강원도  (4200000000),2015년03월_계_40~49세,"252,022"
충청북도  (4300000000),2015년03월_계_40~49세,"264,590"
충청남도  (4400000000),2015년03월_계_40~49세,"332,725"
전라북도  (4500000000),2015년03월_계_40~49세,"302,813"
전라남도  (4600000000),2015년03월_계_40~49세,"295,751"
경상북도  (4700000000),2015년03월_계_40~49세,"432,734"
경상남도  (4800000000),2015년03월_계_40~49세,"583,996"
제주특별자치도  (5000000000),2015년03월_계_40~49세,"108,856"
전국  (0000000000),2015년03월_계_50~59세,"8,223,977"
서울특별시  (1100000000),2015년03월_계_50~59세,"1,596,751"
부산광역시  (2600000000),2015년03월_계_50~59세,"625,139"
대구광역시  (2700000000),2015년03월_계_50~59세,"415,904"
인천광역시  (2800000000),2015년03월_계_50~59세,"484,735"
광주광역시  (2900000000),2015년03월_계_50~59세,"213,300"
대전광역시  (3000000000),2015년03월_계_50~59세,"237,672"
울산광역시  (3100000000),2015년03월_계_50~59세,"197,305"
세종특별자치시  (3600000000),2015년03월_계_50~59세,"22,165"
경기도  (4100000000),2015년03월_계_50~59세,"1,909,421"
강원도  (4200000000),2015년03월_계_50~59세,"266,654"
충청북도  (4300000000),2015년03월_계_50~59세,"256,068"
충청남도  (4400000000),2015년03월_계_50~59세,"315,254"
전라북도  (4500000000),2015년03월_계_50~59세,"292,360"
전라남도  (4600000000),2015년03월_계_50~59세,"303,456"
경상북도  (4700000000),2015년03월_계_50~59세,"451,004"
경상남도  (4800000000),2015년03월_계_50~59세,"544,353"
제주특별자치도  (5000000000),2015년03월_계_50~59세,"92,436"
전국  (0000000000),2015년03월_계_60~69세,"4,832,964"
서울특별시  (1100000000),2015년03월_계_60~69세,"1,004,442"
부산광역시  (2600000000),2015년03월_계_60~69세,"411,945"
대구광역시  (2700000000),2015년03월_계_60~69세,"241,642"
인천광역시  (2800000000),2015년03월_계_60~69세,"240,989"
광주광역시  (2900000000),2015년03월_계_60~69세,"122,558"
대전광역시  (3000000000),2015년03월_계_60~69세,"127,903"
울산광역시  (3100000000),2015년03월_계_60~69세,"93,806"
세종특별자치시  (3600000000),2015년03월_계_60~69세,"13,230"
경기도  (4100000000),2015년03월_계_60~69세,"967,322"
강원도  (4200000000),2015년03월_계_60~69세,"164,439"
충청북도  (4300000000),2015년03월_계_60~69세,"150,592"
충청남도  (4400000000),2015년03월_계_60~69세,"201,663"
전라북도  (4500000000),2015년03월_계_60~69세,"202,587"
전라남도  (4600000000),2015년03월_계_60~69세,"217,700"
경상북도  (4700000000),2015년03월_계_60~69세,"299,427"
경상남도  (4800000000),2015년03월_계_60~69세,"318,068"
제주특별자치도  (5000000000),2015년03월_계_60~69세,"54,651"
전국  (0000000000),2015년03월_계_70~79세,"3,159,313"
서울특별시  (1100000000),2015년03월_계_70~79세,"574,545"
부산광역시  (2600000000),2015년03월_계_70~79세,"237,621"
대구광역시  (2700000000),2015년03월_계_70~79세,"149,164"
인천광역시  (2800000000),2015년03월_계_70~79세,"139,766"
광주광역시  (2900000000),2015년03월_계_70~79세,"75,375"
대전광역시  (3000000000),2015년03월_계_70~79세,"75,355"
울산광역시  (3100000000),2015년03월_계_70~79세,"45,332"
세종특별자치시  (3600000000),2015년03월_계_70~79세,"9,873"
경기도  (4100000000),2015년03월_계_70~79세,"604,478"
강원도  (4200000000),2015년03월_계_70~79세,"130,728"
충청북도  (4300000000),2015년03월_계_70~79세,"115,201"
충청남도  (4400000000),2015년03월_계_70~79세,"162,839"
전라북도  (4500000000),2015년03월_계_70~79세,"156,331"
전라남도  (4600000000),2015년03월_계_70~79세,"191,423"
경상북도  (4700000000),2015년03월_계_70~79세,"234,085"
경상남도  (4800000000),2015년03월_계_70~79세,"218,619"
제주특별자치도  (5000000000),2015년03월_계_70~79세,"38,578"
전국  (0000000000),2015년03월_계_80~89세,"1,157,983"
서울특별시  (1100000000),2015년03월_계_80~89세,"182,603"
부산광역시  (2600000000),2015년03월_계_80~89세,"74,845"
대구광역시  (2700000000),2015년03월_계_80~89세,"50,233"
인천광역시  (2800000000),2015년03월_계_80~89세,"51,267"
광주광역시  (2900000000),2015년03월_계_80~89세,"26,968"
대전광역시  (3000000000),2015년03월_계_80~89세,"27,486"
울산광역시  (3100000000),2015년03월_계_80~89세,"15,257"
세종특별자치시  (3600000000),2015년03월_계_80~89세,"4,262"
경기도  (4100000000),2015년03월_계_80~89세,"217,411"
강원도  (4200000000),2015년03월_계_80~89세,"47,031"
충청북도  (4300000000),2015년03월_계_80~89세,"45,096"
충청남도  (4400000000),2015년03월_계_80~89세,"70,593"
전라북도  (4500000000),2015년03월_계_80~89세,"66,335"
전라남도  (4600000000),2015년03월_계_80~89세,"78,825"
경상북도  (4700000000),2015년03월_계_80~89세,"95,181"
경상남도  (4800000000),2015년03월_계_80~89세,"88,422"
제주특별자치도  (5000000000),2015년03월_계_80~89세,"16,168"
전국  (0000000000),2015년03월_계_90~99세,"158,842"
서울특별시  (1100000000),2015년03월_계_90~99세,"28,905"
부산광역시  (2600000000),2015년03월_계_90~99세,"9,020"
대구광역시  (2700000000),2015년03월_계_90~99세,"5,726"
인천광역시  (2800000000),2015년03월_계_90~99세,"7,611"
광주광역시  (2900000000),2015년03월_계_90~99세,"3,710"
대전광역시  (3000000000),2015년03월_계_90~99세,"3,744"
울산광역시  (3100000000),2015년03월_계_90~99세,"1,951"
세종특별자치시  (3600000000),2015년03월_계_90~99세,580
경기도  (4100000000),2015년03월_계_90~99세,"31,199"
강원도  (4200000000),2015년03월_계_90~99세,"7,185"
충청북도  (4300000000),2015년03월_계_90~99세,"5,652"
충청남도  (4400000000),2015년03월_계_90~99세,"9,035"
전라북도  (4500000000),2015년03월_계_90~99세,"8,568"
전라남도  (4600000000),2015년03월_계_90~99세,"10,653"
경상북도  (4700000000),2015년03월_계_90~99세,"12,070"
경상남도  (4800000000),2015년03월_계_90~99세,"10,130"
